01/30/2015	914,value
01/31/1992	1,value
01/31/1995	1,value
01/31/2001	1,value
01/31/2002	5,value
01/31/2003	4,value
01/31/2004	5,value
01/31/2005	12,value
01/31/2006	862,value
01/31/2007	884,value
01/31/2008	1010,value
01/31/2009	1004,value
01/31/2010	829,value
01/31/2011	822,value
01/31/2012	1083,value
01/31/2013	1077,value
01/31/2014	1086,value
01/31/2015	857,value
02/01/1980	1,value
02/01/1989	2,value
02/01/1999	1,value
02/01/2000	1,value
02/01/2001	1,value
02/01/2002	3,value
02/01/2003	11,value
02/01/2004	6,value
02/01/2005	11,value
02/01/2006	977,value
02/01/2007	992,value
02/01/2008	984,value
02/01/2009	882,value
02/01/2010	929,value
02/01/2011	884,value
02/01/2012	1161,value
02/01/2013	1003,value
02/01/2014	1142,value
02/01/2015	894,value
02/02/1995	1,value
02/02/2003	2,value
02/02/2004	1,value
02/02/2005	2,value
02/02/2006	951,value
02/02/2007	1008,value
02/02/2008	1013,value
02/02/2009	925,value
02/02/2010	955,value
02/02/2011	789,value
02/02/2012	1059,value
02/02/2013	983,value
02/02/2014	1055,value
02/02/2015	704,value
02/03/2002	1,value
02/03/2005	2,value
02/03/2006	966,value
02/03/2007	890,value
02/03/2008	983,value
02/03/2009	763,value
02/03/2010	996,value
02/03/2011	954,value
02/03/2012	1058,value
02/03/2013	807,value
02/03/2014	914,value
02/03/2015	750,value
02/04/2004	2,value
02/04/2005	1,value
02/04/2006	885,value
02/04/2007	753,value
02/04/2008	953,value
02/04/2009	880,value
02/04/2010	942,value
02/04/2011	1012,value
02/04/2012	1019,value
02/04/2013	882,value
02/04/2014	967,value
02/04/2015	932,value
02/05/2002	1,value
02/05/2004	2,value
02/05/2006	796,value
02/05/2007	783,value
02/05/2008	944,value
02/05/2009	837,value
02/05/2010	1061,value
02/05/2011	944,value
02/05/2012	871,value
02/05/2013	979,value
02/05/2014	877,value
02/05/2015	918,value
02/06/2005	3,value
02/06/2006	941,value
02/06/2007	788,value
02/06/2008	1031,value
02/06/2009	910,value
02/06/2010	940,value
02/06/2011	826,value
02/06/2012	958,value
02/06/2013	985,value
02/06/2014	986,value
02/06/2015	948,value
02/07/1986	1,value
02/07/2002	1,value
02/07/2003	2,value
02/07/2005	1,value
02/07/2006	953,value
02/07/2007	922,value
02/07/2008	968,value
02/07/2009	919,value
02/07/2010	776,value
02/07/2011	895,value
02/07/2012	1016,value
02/07/2013	1001,value
02/07/2014	1086,value
02/07/2015	923,value
02/08/2002	1,value
02/08/2005	1,value
02/08/2006	893,value
02/08/2007	938,value
02/08/2008	1047,value
02/08/2009	827,value
02/08/2010	841,value
02/08/2011	929,value
02/08/2012	1054,value
02/08/2013	805,value
02/08/2014	1009,value
02/08/2015	888,value
02/09/1986	1,value
02/09/2005	1,value
02/09/2006	900,value
02/09/2007	941,value
02/09/2008	956,value
02/09/2009	949,value
02/09/2010	882,value
02/09/2011	896,value
02/09/2012	1041,value
02/09/2013	726,value
02/09/2014	935,value
02/09/2015	833,value
02/10/2001	2,value
02/10/2003	3,value
02/10/2004	1,value
02/10/2005	2,value
02/10/2006	915,value
02/10/2007	887,value
02/10/2008	813,value
02/10/2009	975,value
02/10/2010	608,value
02/10/2011	1058,value
02/10/2012	1175,value
02/10/2013	813,value
02/10/2014	928,value
02/10/2015	913,value
02/11/2002	1,value
02/11/2005	1,value
02/11/2006	888,value
02/11/2007	789,value
02/11/2008	819,value
02/11/2009	1068,value
02/11/2010	789,value
02/11/2011	1053,value
02/11/2012	1013,value
02/11/2013	819,value
02/11/2014	960,value
02/11/2015	991,value
02/12/1972	1,value
02/12/2002	1,value
02/12/2004	1,value
02/12/2006	468,value
02/12/2007	858,value
02/12/2008	749,value
02/12/2009	1011,value
02/12/2010	941,value
02/12/2011	1000,value
02/12/2012	844,value
02/12/2013	1062,value
02/12/2014	998,value
02/12/2015	970,value
02/13/2001	1,value
02/13/2002	1,value
02/13/2004	3,value
02/13/2005	2,value
02/13/2006	658,value
02/13/2007	895,value
02/13/2008	843,value
02/13/2009	1064,value
02/13/2010	958,value
02/13/2011	889,value
02/13/2012	928,value
02/13/2013	1047,value
02/13/2014	688,value
02/13/2015	917,value
02/14/2005	2,value
02/14/2006	847,value
02/14/2007	700,value
02/14/2008	907,value
02/14/2009	887,value
02/14/2010	698,value
02/14/2011	896,value
02/14/2012	890,value
02/14/2013	987,value
02/14/2014	931,value
02/14/2015	925,value
02/15/2001	1,value
02/15/2003	1,value
02/15/2005	2,value
02/15/2006	919,value
02/15/2007	783,value
02/15/2008	1105,value
02/15/2009	843,value
02/15/2010	713,value
02/15/2011	1001,value
02/15/2012	1066,value
02/15/2013	1139,value
02/15/2014	975,value
02/15/2015	890,value
02/16/2003	1,value
02/16/2005	5,value
02/16/2006	942,value
02/16/2007	908,value
02/16/2008	939,value
02/16/2009	892,value
02/16/2010	837,value
02/16/2011	1030,value
02/16/2012	979,value
02/16/2013	1041,value
02/16/2014	830,value
02/16/2015	825,value
02/17/1989	1,value
02/17/2006	969,value
02/17/2007	825,value
02/17/2008	793,value
02/17/2009	933,value
02/17/2010	868,value
02/17/2011	1132,value
02/17/2012	1133,value
02/17/2013	915,value
02/17/2014	880,value
02/17/2015	828,value
02/18/2002	1,value
02/18/2004	3,value
02/18/2006	828,value
02/18/2007	826,value
02/18/2008	872,value
02/18/2009	915,value
02/18/2010	949,value
02/18/2011	1067,value
02/18/2012	1044,value
02/18/2013	879,value
02/18/2014	971,value
02/18/2015	948,value
02/19/2003	1,value
02/19/2005	2,value
02/19/2006	739,value
02/19/2007	797,value
02/19/2008	1028,value
02/19/2009	921,value
02/19/2010	962,value
02/19/2011	971,value
02/19/2012	864,value
02/19/2013	943,value
02/19/2014	976,value
02/19/2015	844,value
02/20/2002	2,value
02/20/2003	2,value
02/20/2005	2,value
02/20/2006	788,value
02/20/2007	963,value
02/20/2008	930,value
02/20/2009	949,value
02/20/2010	1009,value
02/20/2011	801,value
02/20/2012	858,value
02/20/2013	947,value
02/20/2014	1020,value
02/20/2015	857,value
02/21/2003	1,value
02/21/2006	908,value
02/21/2007	924,value
02/21/2008	918,value
02/21/2009	973,value
02/21/2010	894,value
02/21/2011	807,value
02/21/2012	945,value
02/21/2013	1013,value
02/21/2014	1103,value
02/21/2015	932,value
02/22/2000	1,value
02/22/2004	1,value
02/22/2005	1,value
02/22/2006	894,value
02/22/2007	903,value
02/22/2008	786,value
02/22/2009	846,value
02/22/2010	864,value
02/22/2011	884,value
02/22/2012	1028,value
02/22/2013	1069,value
02/22/2014	1235,value
02/22/2015	844,value
02/23/2004	1,value
02/23/2005	2,value
02/23/2006	888,value
02/23/2007	912,value
02/23/2008	943,value
02/23/2009	860,value
02/23/2010	873,value
02/23/2011	958,value
02/23/2012	963,value
02/23/2013	1024,value
02/23/2014	1012,value
02/23/2015	829,value
02/24/2004	2,value
02/24/2005	4,value
02/24/2006	813,value
02/24/2007	888,value
02/24/2008	768,value
02/24/2009	929,value
02/24/2010	963,value
02/24/2011	886,value
02/24/2012	977,value
02/24/2013	933,value
02/24/2014	994,value
02/24/2015	819,value
02/25/2001	1,value
02/25/2003	1,value
02/25/2004	1,value
02/25/2005	2,value
02/25/2006	868,value
02/25/2007	878,value
02/25/2008	921,value
02/25/2009	991,value
02/25/2010	794,value
02/25/2011	937,value
02/25/2012	982,value
02/25/2013	934,value
02/25/2014	1025,value
02/25/2015	968,value
02/26/2003	2,value
02/26/2006	712,value
02/26/2007	894,value
02/26/2008	925,value
02/26/2009	1025,value
02/26/2010	648,value
02/26/2011	1021,value
02/26/2012	876,value
02/26/2013	976,value
02/26/2014	944,value
02/26/2015	964,value
02/27/2001	1,value
02/27/2003	2,value
02/27/2004	1,value
02/27/2005	1,value
02/27/2006	828,value
02/27/2007	959,value
02/27/2008	938,value
02/27/2009	1055,value
02/27/2010	904,value
02/27/2011	943,value
02/27/2012	995,value
02/27/2013	1015,value
02/27/2014	981,value
02/27/2015	963,value
02/28/1998	1,value
02/28/2000	2,value
02/28/2002	2,value
02/28/2003	3,value
02/28/2004	5,value
02/28/2005	11,value
02/28/2006	935,value
02/28/2007	1077,value
02/28/2008	979,value
02/28/2009	992,value
02/28/2010	802,value
02/28/2011	907,value
02/28/2012	1025,value
02/28/2013	1099,value
02/28/2014	1052,value
02/28/2015	993,value
02/29/2008	958,value
02/29/2012	957,value
03/01/1970	1,value
03/01/1994	1,value
03/01/1997	1,value
03/01/1998	1,value
03/01/1999	1,value
03/01/2000	2,value
03/01/2001	5,value
03/01/2002	3,value
03/01/2003	4,value
03/01/2004	4,value
03/01/2005	7,value
03/01/2006	970,value
03/01/2007	1051,value
03/01/2008	949,value
03/01/2009	887,value
03/01/2010	987,value
03/01/2011	1094,value
03/01/2012	1027,value
03/01/2013	1071,value
03/01/2014	1156,value
03/01/2015	878,value
03/02/2002	1,value
03/02/2003	1,value
03/02/2005	5,value
03/02/2006	827,value
03/02/2007	934,value
03/02/2008	896,value
03/02/2009	627,value
03/02/2010	974,value
03/02/2011	1025,value
03/02/2012	1026,value
03/02/2013	1009,value
03/02/2014	970,value
03/02/2015	909,value
03/02/2016	1,value
03/03/2003	2,value
03/03/2005	4,value
03/03/2006	902,value
03/03/2007	948,value
03/03/2008	972,value
03/03/2009	783,value
03/03/2010	1042,value
03/03/2011	977,value
03/03/2012	1009,value
03/03/2013	859,value
03/03/2014	923,value
03/03/2015	895,value
03/04/2003	1,value
03/04/2004	1,value
03/04/2005	3,value
03/04/2006	863,value
03/04/2007	932,value
03/04/2008	942,value
03/04/2009	898,value
03/04/2010	1045,value
03/04/2011	973,value
03/04/2012	957,value
03/04/2013	824,value
03/04/2014	965,value
03/04/2015	904,value
03/05/2002	2,value
03/05/2005	3,value
03/05/2006	780,value
03/05/2007	848,value
03/05/2008	1044,value
03/05/2009	1021,value
03/05/2010	1110,value
03/05/2011	1108,value
03/05/2012	945,value
03/05/2013	999,value
03/05/2014	1103,value
03/05/2015	854,value
03/06/2005	3,value
03/06/2006	969,value
03/06/2007	804,value
03/06/2008	966,value
03/06/2009	1001,value
03/06/2010	995,value
03/06/2011	774,value
03/06/2012	1005,value
03/06/2013	962,value
03/06/2014	1004,value
03/06/2015	931,value
03/07/2001	1,value
03/07/2005	1,value
03/07/2006	927,value
03/07/2007	928,value
03/07/2008	997,value
03/07/2009	1074,value
03/07/2010	941,value
03/07/2011	893,value
03/07/2012	972,value
03/07/2013	953,value
03/07/2014	1123,value
03/07/2015	1010,value
03/08/2002	1,value
03/08/2004	1,value
03/08/2005	1,value
03/08/2006	983,value
03/08/2007	909,value
03/08/2008	884,value
03/08/2009	901,value
03/08/2010	990,value
03/08/2011	974,value
03/08/2012	1072,value
03/08/2013	917,value
03/08/2014	1185,value
03/08/2015	864,value
03/09/2005	1,value
03/09/2006	930,value
03/09/2007	1014,value
03/09/2008	871,value
03/09/2009	971,value
03/09/2010	1042,value
03/09/2011	1020,value
03/09/2012	1069,value
03/09/2013	1091,value
03/09/2014	928,value
03/09/2015	1037,value
03/10/2005	1,value
03/10/2006	1011,value
03/10/2007	984,value
03/10/2008	1001,value
03/10/2009	978,value
03/10/2010	1050,value
03/10/2011	933,value
03/10/2012	1004,value
03/10/2013	933,value
03/10/2014	1076,value
03/10/2015	1076,value
03/11/2003	1,value
03/11/2004	1,value
03/11/2005	1,value
03/11/2006	944,value
03/11/2007	837,value
03/11/2008	991,value
03/11/2009	1094,value
03/11/2010	1023,value
03/11/2011	1082,value
03/11/2012	872,value
03/11/2013	990,value
